"1","1","0.0","Only I Level Up","2023-09-05 17:12:45","0"
"2","1","0.0","Chapter 0.0","2024-02-18 21:59:49","0"
"3","1","0.0","Chapter 0.0","2024-02-18 21:59:41","0"
"4","1","1.0","The Weakest Hunter","2023-09-05 17:12:48","0"
"5","1","1.0","Chapter 1.0","2024-02-18 21:59:43","0"
"6","1","1.0","Chapter 1.0","2024-02-18 21:59:52","0"
"7","1","2.0","Chapter 2.0","2024-02-18 21:59:45","0"
"8","1","2.0","Chapter 2.0","2024-02-18 21:59:53","0"
"9","1","2.0","Double Dungeon","2023-09-05 17:12:49","0"
"10","1","3.0","Chapter 3.0","2024-02-18 21:59:55","0"
"11","1","3.0","Chapter 3.0","2024-02-18 21:59:47","0"
"12","1","3.0","Statue","2023-09-05 17:12:52","0"
"13","1","4.0","\"The Lord\"","2023-09-05 17:12:53","0"
"14","1","5.0","The Rules of the Dungeon","2023-09-05 17:12:54","0"
"15","1","6.0","Terror","2023-09-05 17:12:56","0"
"16","1","7.0","The Thread Between Life and Death","2023-09-05 17:12:58","0"
"17","1","8.0","The Altar of Life","2023-09-05 17:13:00","0"
"18","1","9.0","The Exit is Open","2023-09-05 17:13:01","0"
"19","1","10.0","Becoming a \"Player\"","2023-09-05 17:14:05","0"
"20","1","11.0","The System's Punishment","2023-09-05 17:14:06","0"
"21","1","12.0","The Reawakening of the Weak","2023-09-05 17:14:09","0"
"22","1","13.0","Solo Against the Wolves","2023-09-05 17:14:10","0"
"23","1","14.0","Wolf Slayer","2023-09-05 17:14:11","0"
"24","1","15.0","Dungeon Boss","2023-09-05 17:14:12","0"
"25","3","1.0","Chapter 1.0","2018-12-30 12:51:36","37"
"26","3","2.0","Chapter 2.0","2019-02-09 02:38:45","38"
"27","3","3.0","Chapter 3.0","2019-03-18 05:56:40","38"
"28","3","4.0","Chapter 4.0","2019-04-01 16:32:01","37"
"29","3","5.0","Chapter 5.0","2019-05-02 16:00:02","38"
"30","3","6.0","Chapter 6.0","2019-06-02 07:38:09","36"
"31","3","7.0","Chapter 7.0","2019-06-30 17:12:58","35"
"32","3","8.0","Chapter 8.0","2019-07-28 16:25:42","36"
"33","3","9.0","Chapter 9.0","2019-09-04 16:05:11","36"
"34","3","10.1","Chapter 10.1","2019-10-01 17:10:38","21"
"35","3","10.2","Chapter 10.2","2019-10-30 16:41:07","22"
"36","3","11.0","Chapter 11.0","2019-12-07 14:09:51","33"
"37","3","12.0","Chapter 12.0","2019-12-30 03:02:29","33"
"38","3","13.0","Chapter 13.0","2020-01-26 16:40:48","37"
"39","3","14.0","Chapter 14.0","2020-03-02 16:08:12","34"
"40","3","15.0","Chapter 15.0","2020-03-28 14:20:24","36"
"41","3","16.0","Chapter 16.0","2020-05-03 15:40:43","34"
"42","3","17.0","Version 2","2020-06-13 14:03:27","33"
"43","3","18.0","Chapter 18.0","2020-06-29 13:21:35","36"
"44","3","19.0","Chapter 19.0","2020-08-06 11:15:29","23"
"45","3","20.0","Chapter 20.0","2020-08-28 11:05:16","27"
"46","3","21.0","Chapter 21.0","2020-09-29 11:30:06","27"
"47","3","22.0","Chapter 22.0","2020-10-28 12:40:42","33"
"48","3","23.0","Chapter 23.0","2020-11-29 11:42:19","35"
"49","3","24.0","Chapter 24.0","2020-12-31 12:17:19","32"
"50","3","25.0","Chapter 25.0","2021-01-30 11:30:12","35"
"51","3","26.0","Chapter 26.0","2021-03-01 12:43:31","37"
"52","3","27.0","Chapter 27.0","2021-07-09 13:53:19","33"
"53","3","28.0","Chapter 28.0","2021-07-08 15:17:51","37"
"54","3","29.0","Chapter 29.0","2021-07-08 15:21:49","35"
"55","3","30.0","Chapter 30.0","2021-07-08 15:25:35","38"
"56","3","31.0","Chapter 31.0","2021-07-30 23:41:19","30"
"57","3","32.0","Chapter 32.0","2021-08-28 01:06:46","37"
"58","3","33.0","Chapter 33.0","2021-09-29 15:40:19","31"
"59","3","34.0","Chapter 34.0","2021-10-28 16:45:27","31"
"60","3","35.0","Chapter 35.0","2021-11-30 14:54:54","35"
"61","3","36.0","Chapter 36.0","2022-01-02 09:43:47","36"
"62","3","37.0","Chapter 37.0","2022-01-28 14:32:29","35"
"63","3","38.0","Chapter 38.0","2022-03-02 10:27:55","34"
"64","3","39.0","Chapter 39.0","2022-04-15 09:24:59","35"
"65","3","39.0","Chapter 39.0","2022-03-27 15:12:20","36"
"66","3","40.0","Chapter 40.0","2022-04-30 17:56:53","34"
"67","3","40.0","Chapter 40.0","2022-04-25 19:57:23","34"
"68","3","41.0","Chapter 41.0","2022-05-27 09:38:40","36"
"69","3","42.0","Chapter 42.0","2022-06-28 15:48:16","34"
"70","3","43.0","Chapter 43.0","2022-07-30 14:31:53","33"
"71","3","44.0","Chapter 44.0","2022-08-31 08:08:17","36"
"72","3","45.0","Chapter 45.0","2022-10-04 16:20:24","33"
"73","3","46.0","Chapter 46.0","2022-11-02 17:19:00","34"
"74","3","47.0","Chapter 47.0","2022-12-05 22:38:46","32"
"75","3","48.0","Chapter 48.0","2023-01-04 08:01:46","35"
"76","3","49.0","Chapter 49.0","2023-02-05 14:32:34","33"
"77","3","50.0","Chapter 50.0","2023-02-26 13:19:58","32"
"78","3","50.0","Chapter 50.0","2023-03-01 17:23:03","33"
"79","3","51.0","Chapter 51.0","2023-03-26 08:09:57","30"
"80","3","52.0","Chapter 52.0","2023-05-02 05:27:30","37"
"81","3","53.0","Chapter 53.0","2023-05-31 03:33:07","33"
"82","3","54.0","Chapter 54.0","2023-07-02 09:23:50","34"
"83","3","55.0","Chapter 55.0","2023-08-02 01:24:54","32"
"84","3","56.0","Chapter 56.0","2023-08-30 20:05:29","35"
"85","3","57.0","Chapter 57.0","2023-10-05 18:20:41","38"
"86","3","58.0","Chapter 58.0","2023-11-01 07:50:52","33"
"87","3","59.0","Chapter 59.0","2023-12-03 17:19:16","36"
"88","3","60.1","Chapter 60.1","2024-01-07 17:19:20","19"
"89","3","60.2","Chapter 60.2","2024-01-31 15:51:14","19"
"90","3","61.0","Chapter 61.0","2024-03-05 17:48:32","35"
"91","3","62.0","Chapter 62.0","2024-04-03 15:54:29","31"
"92","3","63.0","Chapter 63.0","2024-04-30 18:33:00","33"
"93","3","64.0","Chapter 64.0","2024-06-01 17:01:02","34"
"94","3","65.0","Chapter 65.0","2024-07-05 07:14:40","38"
"95","3","66.1","Chapter 66.1","2024-07-31 08:19:09","15"
"96","3","66.2","Chapter 66.2","2024-08-29 09:57:34","15"
"97","3","67.0","Chapter 67.0","2024-10-12 05:16:00","31"
"98","3","68.0","Chapter 68.0","2024-10-31 10:59:53","33"
"99","3","69.0","Chapter 69.0","2024-12-03 15:49:56","28"
"100","3","69.5","Vol 17 Extras","2026-03-07 11:05:15","12"
"101","3","70.0","Chapter 70.0","2025-01-04 08:40:32","32"
"102","3","71.1","Chapter 71.1","2025-02-02 11:01:07","19"
"103","3","71.2","Chapter 71.2","2025-03-03 01:46:44","17"
"104","3","72.1","Chapter 72.1","2025-04-01 04:25:18","17"
"105","3","72.2","Chapter 72.2","2025-05-01 05:52:16","14"
"106","3","73.1","Chapter 73.1","2025-12-08 12:48:45","20"
"107","3","73.2","Chapter 73.2","2025-12-08 18:34:25","18"
"108","3","74.0","Chapter 74.0","2025-12-08 18:36:04","23"
"109","3","75.0","Chapter 75.0","2025-12-08 18:36:37","34"
"110","3","76.1","Chapter 76.1","2025-12-10 01:37:52","16"
"111","3","76.2","Chapter 76.2","2025-12-10 02:11:26","14"
"112","3","77.0","Chapter 77.0","2025-12-10 02:12:17","29"
"113","3","78.0","Chapter 78.0","2026-01-12 10:16:01","36"
"114","3","79.1","Chapter 79.1","2026-02-07 05:23:13","20"
"115","3","79.2","Chapter 79.2","2026-03-30 06:03:49","20"
"116","3","79.2","Chapter 79.2","2026-03-27 09:24:13","21"
"117","3","80.0","Chapter 80.0","2026-04-01 10:50:18","32"
"118","6","1.0","Chapter 1.0","2024-05-01 15:29:06","0"
"119","6","1.0","Dog & Chainsaw","2025-11-05 01:10:05","0"
"120","6","1.0","A Dog and a Chainsaw","2020-06-30 00:05:51","53"
"121","6","2.0","Chapter 2.0","2024-05-01 15:29:09","0"
"122","6","2.0","The Place Where Pochita Is","2025-11-05 01:10:08","0"
"123","6","2.0","Pochita's Whereabouts","2020-06-30 00:06:19","26"
"124","6","3.0","Arrival in Tokyo","2020-06-30 00:06:48","24"
"125","6","3.0","Chapter 3.0","2024-05-01 15:29:11","0"
"126","6","3.0","Arrival in Tokyo","2025-11-05 01:10:10","0"
"127","6","4.0","Power","2020-06-30 00:07:08","20"
"128","6","5.0","The Way to Feel Breasts","2020-06-30 00:07:28","20"
"129","6","6.0","Setting to Work","2020-06-30 00:07:52","20"
"130","6","7.0","Nyako's Whereabouts","2020-06-30 00:08:16","19"
"131","6","8.0","Chainsaw Vs Bat","2020-06-30 00:08:43","18"
"132","6","9.0","Rescue","2020-06-30 00:09:05","20"
"133","6","10.0","Kon","2020-06-30 00:09:24","20"
"134","6","11.0","Compromise","2020-06-30 00:09:40","20"
"135","6","12.0","Squeeze","2020-06-30 00:10:03","19"
"136","6","13.0","The Gun Devil","2020-06-30 00:10:23","19"
"137","6","14.0","Sexy Kiss","2020-06-30 00:10:35","19"
"138","6","15.0","Endless 8th Floor","2020-06-30 00:10:52","22"
"139","6","16.0","The First Taste","2020-06-30 00:11:05","20"
"140","6","17.0","Kill Denji","2020-06-30 00:11:21","19"
"141","6","18.0","Chainsaw Vs Eternity","2020-06-30 00:11:37","20"
"142","6","19.0","Nobel Prize","2020-06-30 00:11:53","19"
"143","6","20.0","Drinking","2020-06-30 00:12:08","19"
"144","6","21.0","The Taste of a Kiss","2020-06-30 00:12:27","20"
"145","6","22.0","Chupa Chups Cola Flavor","2020-06-30 00:30:53","20"
"146","6","23.0","Gunshot","2020-06-30 00:31:06","21"
"147","6","24.0","Curse","2020-06-30 00:31:18","19"
"148","6","25.0","Ghost, Snake, Chainsaw","2020-06-30 00:31:30","18"
"149","6","26.0","Guns Are Powerful","2020-06-30 00:31:42","20"
"150","6","27.0","From Kyoto","2020-06-30 00:31:54","19"
"151","6","28.0","Secrets and Lies","2020-06-30 00:32:04","20"
"152","6","29.0","A Perfect 100","2020-06-30 00:32:16","22"
"153","6","30.0","Even More Battered","2020-06-30 00:32:26","20"
"154","6","31.0","The Future is Best","2020-06-30 00:32:36","20"
"155","6","32.0","Over and Over and Over and Over","2020-06-30 00:32:48","19"
"156","6","33.0","The Operation Begins","2020-06-30 00:32:58","21"
"157","6","34.0","All Members Assemble","2020-06-30 00:33:10","18"
"158","6","35.0","Minor","2020-06-30 00:33:20","20"
"159","6","36.0","Katana Vs Chainsaw","2020-06-30 00:33:32","18"
"160","6","37.0","Train, Head, Chainsaw","2020-06-30 00:33:45","17"
"161","6","38.0","For an Easy Revenge!","2020-06-30 00:33:58","26"
"162","6","39.0","Sudden Tears","2020-06-30 00:34:12","20"
"163","6","40.0","Love, Flower, Chainsaw","2020-06-30 00:34:22","20"
"164","6","41.0","Before the Storm","2020-06-30 00:34:34","20"
"165","6","42.0","Learning How to Swim","2020-06-30 00:34:48","20"
"166","6","43.0","Jane Slept in the Church","2020-06-30 00:35:11","23"
"167","6","44.0","Bang Bang Bang","2020-06-30 00:35:27","18"
"168","6","45.0","An Explosive State of Affairs","2020-06-30 00:35:38","20"
"169","6","46.0","The Melody of a Massacre","2020-06-30 00:35:52","22"
"170","6","47.0","Luck With Women","2020-06-30 00:36:05","20"
"171","6","48.0","Boom Boom Boom","2020-06-30 00:36:20","20"
"172","6","49.0","Sharknado","2020-06-30 00:36:35","21"
"173","6","50.0","Sharknado Pt. 2","2020-06-30 00:36:50","17"
"174","6","51.0","Dark Diving","2020-06-30 00:37:00","20"
"175","6","52.0","Broken Heart, Flower, Chainsaw","2020-01-01 14:41:06","20"
"176","6","53.0","Inside A Dream","2020-01-22 21:37:28","24"
"177","6","54.0","In Order to go to Enoshima","2020-01-22 21:38:36","19"
"178","6","55.0","Let's Go","2020-01-26 22:34:30","20"
"179","6","56.0","Curse and First","2020-02-03 19:26:14","20"
"180","6","57.0","All of a Sudden","2020-02-10 04:36:52","20"
"181","6","58.0","Kurose Yuutarou","2020-02-18 11:40:32","19"
"182","6","59.0","A Mess","2020-02-27 03:33:13","22"
"183","6","60.0","Guanxi and The Fiends' Forty-Nine Man Slash","2020-03-11 03:03:52","22"
"184","6","61.0","News Reporter","2020-03-11 03:07:20","23"
"185","6","62.0","An Even Bigger Mess","2020-03-19 00:17:59","21"
"186","6","63.0","A Trip To Hell","2020-03-24 23:03:53","19"
"187","6","64.0","Welcome to Hell","2020-03-31 01:28:24","20"
"188","6","65.0","The Devil of the Dark","2020-04-06 22:44:41","20"
"189","6","66.0","Woof!","2020-04-13 16:24:47","21"
"190","6","67.0","The first devil hunter","2020-04-28 14:20:48","20"
"191","6","68.0","Dark Power","2020-05-14 15:05:20","20"
"192","6","69.0","Shining Power","2020-05-21 19:45:23","19"
"193","6","70.0","Pluck","2020-05-27 12:02:37","20"
"194","6","71.0","Bath","2020-06-03 21:46:49","23"
"195","6","72.0","Everyone Together","2020-06-09 22:27:50","20"
"196","6","73.0","The Everyday Comes To An End","2020-06-16 19:51:57","22"
"197","6","74.0","The Whispering of the Waves","2020-06-23 16:18:09","20"
"198","6","75.0","9/12","2020-06-27 15:36:36","16"
"199","6","76.0","Don't Open It","2020-07-11 04:13:54","17"
"200","6","77.0","Ding Dong Ding Dong","2020-07-15 22:43:52","20"
"201","6","78.0","Snowball Fight","2020-07-20 21:52:35","18"
"202","6","79.0","Catch","2020-08-06 21:08:29","21"
"203","6","80.0","How A Dog Feels","2020-08-11 22:22:29","20"
"204","6","81.0","Paw","2020-08-25 14:35:00","18"
"205","6","82.0","A Balanced Breakfast","2020-09-01 15:38:44","19"
"206","6","83.0","Death, Resurrection, Chainsaw","2020-09-10 20:51:54","17"
"207","6","84.0","Hell's Hero","2020-09-16 14:16:00","19"
"208","6","84.0","The Hero of Hell","2020-09-13 17:03:21","18"
"209","6","85.0","Blood and Guts Feelin' So Good","2020-09-22 21:00:31","23"
"210","6","86.0","Chainsaw Date","2020-09-28 16:03:26","19"
"211","6","87.0","Chainsawman vs The Weaponmasters of Terror","2020-10-09 14:43:26","19"
